,Ticker symbol,Security,SEC filings,GICS Sector,GICS Sub Industry,Address of Headquarters,Date first added,CIK,Market Cap,Volume Avg,Sector ID,Sector,IDs,Sub-industry
,HUM,Humana Inc.,reports,Health Care,Managed Health Care,"Louisville, Kentucky",,49071,22454370013,1062626,5,,,
,HBAN,Huntington Bancshares,reports,Financials,Banks,"Columbus, Ohio",,49196,8179462996,10110319,4,,,
,ITW,Illinois Tool Works,reports,Industrials,Industrial Machinery,"Glenview, Illinois",2/28/1986,49826,36392009999,1808863,6,,,
,IR,Ingersoll-Rand PLC,reports,Industrials,Industrial Conglomerates,"Dublin, Ireland",,1466258,17627329983,1759553,6,,,
,TEG,Integrys Energy Group Inc.,reports,Utilities,Gas Utilities,"Chicago, Illinois",,916863,6485006964,317863,10,,,
,INTC,Intel Corp.,reports,Information Technology,Semiconductors,"Santa Clara, California",12/31/1976,50863,165405300011,31608193,7,,,
,ICE,Intercontinental Exchange,reports,Financials,Diversified Financial Services,"Atlanta, Georgia",,1571949,23187260004,933041,4,,,
,IBM,International Bus. Machines,reports,Information Technology,IT Consulting & Services,"Armonk, New York",,51143,151930200068,5387612,7,,,
,IP,International Paper,reports,Materials,Paper Products,"Memphis, Tennessee",,51434,22307500010,2792521,8,,,
,IPG,Interpublic Group,reports,Consumer Discretionary,Advertising,"New York, New York",10/1/1992,51644,8339487002,3424323,1,,,
,IFF,Intl Flavors & Fragrances,reports,Materials,Specialty Chemicals,"New York, New York",3/31/1976,51253,8591895995,465216,8,,,
,INTU,Intuit Inc.,reports,Information Technology,Internet Software & Services,"Mountain View, California",12/5/2000,896878,25254650023,1725603,7,,,
,ISRG,Intuitive Surgical Inc.,reports,Health Care,Health Care Equipment & Services,"Sunnyvale, California",,1035267,18306509907,276496,5,,,
,IVZ,Invesco Ltd.,reports,Financials,Diversified Financial Services,"Atlanta, Georgia",,914208,15824300012,3428325,4,,,
,IRM,Iron Mountain Incorporated,reports,Industrials,Data Processing Services,"Boston, Massachusetts",,1020569,8357666984,1508078,6,,,
,JEC,Jacobs Engineering Group,reports,Industrials,Industrial Conglomerates,"Pasadena, California",,52988,4974463017,1451713,6,,,
,JNJ,Johnson & Johnson,reports,Health Care,Health Care Equipment & Services,"New Brunswick, New Jersey",6/30/1973,200406,280302900028,9174335,5,,,
,JCI,Johnson Controls,reports,Consumer Discretionary,Auto Parts & Equipment,"Milwaukee, Wisconsin",5/31/1986,53669,30544729990,3224791,1,,,
,JOY,Joy Global Inc.,reports,Industrials,Industrial Machinery,"Milwaukee, Wisconsin",,801898,4083744010,1625119,6,,,
,JPM,JPMorgan Chase & Co.,reports,Financials,Banks,"New York, New York",6/30/1975,19617,203282700006,20051288,4,,,
,JNPR,Juniper Networks,reports,Information Technology,Networking Equipment,"Sunnyvale, California",,1043604,9832287990,4539403,7,,,
,KSU,Kansas City Southern,reports,Industrials,Railroads,"Kansas City, Missouri",5/24/2013,54480,12149569977,1176764,6,,,
,K,Kellogg Co.,reports,Consumer Staples,Packaged Foods & Meats,"Battle Creek, Michigan",,55067,23283120008,1675589,2,,,
,KEY,KeyCorp,reports,Financials,Banks,"Cleveland, Ohio",3/1/1994,91576,11163640006,10661453,4,,,
,GMCR,Keurig Green Mountain,reports,Consumer Staples,Packaged Foods & Meats,"Waterbury, Vermont",,909954,20740670039,1487927,2,,,
,KMB,Kimberly-Clark,reports,Consumer Staples,Household Products,"Irving, Texas",,55785,39437790041,1928028,2,,,
,KIM,Kimco Realty,reports,Financials,REITs,"New Hyde Park, New York",,879101,11375899987,3315336,4,,,
,KMI,Kinder Morgan,reports,Energy,Oil & Gas Refining & Marketing & Transportation,"Houston, Texas",5/24/2012,1506307,87237009992,14590495,3,,,
,KLAC,KLA-Tencor Corp.,reports,Information Technology,Semiconductor Equipment,"Milpitas, California",,319201,10311329982,1666232,7,,,
,KSS,Kohl's Corp.,reports,Consumer Discretionary,General Merchandise Stores,"Menomonee Falls, Wisconsin",,885639,12063979996,2496156,1,,,
,KRFT,Kraft Foods Group,reports,Consumer Staples,Packaged Foods & Meats,"Northfield, Illinois",10/2/2012,1545158,39015460027,3209310,2,,,
,KR,Kroger Co.,reports,Consumer Staples,Food Retail,"Cincinnati, Ohio",,56873,33925950007,3641611,2,,,
,LB,L Brands Inc.,reports,Consumer Discretionary,Apparel Retail,"Columbus, Ohio",9/30/1983,701985,24769720017,1841397,1,,,
,LLL,L-3 Communications Holdings,reports,Industrials,Industrial Conglomerates,"New York, New York",,1056239,10481599941,789839,6,,,
,LH,Laboratory Corp. of America Holding,reports,Health Care,Health Care Facilities,"Burlington, North Carolina",,920148,9698910012,1490451,5,,,
,LRCX,Lam Research,reports,Information Technology,Semiconductor Equipment,"Fremont, California",,707549,12696169964,1849254,7,,,
,LM,Legg Mason,reports,Financials,Diversified Financial Services,"Baltimore, Maryland",,704051,6326237010,977355,4,,,
,LEG,Leggett & Platt,reports,Industrials,Industrial Conglomerates,"Carthage, Missouri",,58492,5866957989,1305576,6,,,
,LEN,Lennar Corp.,reports,Consumer Discretionary,Homebuilding,"Miami, Florida",,920760,8932848984,4492323,1,,,
,LVLT,Level 3 Communications,reports,Telecommunications Services,Alternative Carriers,"Broomfield, Colorado",11/5/2014,794323,16710710005,2096934,9,,,
,LUK,Leucadia National Corp.,reports,Financials,Multi-Sector Holdings,"New York, New York",,96223,8352286002,1923054,4,,,
,LLY,Lilly (Eli) & Co.,reports,Health Care,Pharmaceuticals,"Indianapolis, Indiana",12/31/1970,59478,80166949992,4535326,5,,,
,LNC,Lincoln National,reports,Financials,Multi-line Insurance,"Radnor, Pennsylvania",6/30/1976,59558,12984289987,2188300,4,,,
,LLTC,Linear Technology Corp.,reports,Information Technology,Semiconductors,"Milpitas, California",,791907,10912819998,2277447,7,,,
,LMT,Lockheed Martin Corp.,reports,Industrials,Aerospace & Defense,"Bethesda, Maryland",7/31/1984,936468,59510820093,1207643,6,,,
,L,Loews Corp.,reports,Financials,Multi-Sector Holdings,"New York, New York",,60086,14314749998,1287261,4,,,
,LO,Lorillard Inc.,reports,Consumer Staples,Tobacco,"Greensboro, North Carolina",,1424847,23620939976,2193515,2,,,
,LOW,Lowe's Cos.,reports,Consumer Discretionary,Home Improvement Retail,"Mooresville, North Carolina",2/29/1984,60667,65924289966,5203004,1,,,
,LYB,LyondellBasell,reports,Materials,Diversified Chemicals,"Rotterdam, Netherlands",9/5/2012,1489393,39597829970,5285908,8,,,
,MTB,M&T Bank Corp.,reports,Financials,Banks,"Buffalo, New York",,36270,14977180030,798628,4,,,
,MAC,Macerich,reports,Financials,Retail REITs,"Santa Monica, California",5/9/2013,912242,13584919972,1005575,4,,,
,M,Macy's Inc.,reports,Consumer Discretionary,Department Stores,"Cincinnati, Ohio",,794367,22056920003,4130908,1,,,
,MNK,Mallinckrodt Plc,reports,Health Care,Pharmaceuticals,"Dublin, Ireland",8/19/2014,1567892,12324359980,1086303,5,,,
,MRO,Marathon Oil Corp.,reports,Energy,Oil & Gas Exploration & Production,"Houston, Texas",5/1/1991,101778,17952260005,8518082,3,,,
,MPC,Marathon Petroleum,reports,Energy,Oil & Gas Refining & Marketing & Transportation,"Findlay, Ohio",,1510295,25943049956,3457209,3,,,
,MAR,Marriott Int'l.,reports,Consumer Discretionary,"Hotels, Resorts & Cruise Lines","Bethesda, Maryland",,1048286,21849949966,1953190,1,,,
,MMC,Marsh & McLennan,reports,Financials,Insurance Brokers,"New York, New York",8/31/1987,62709,29084150017,1798651,4,,,
,MAS,Masco Corp.,reports,Industrials,Building Products,"Taylor, Michigan",6/30/1981,62996,8849503000,3735459,6,,,
,MA,Mastercard Inc.,reports,Information Technology,Internet Software & Services,"Harrison, New York",,1141391,94568699985,4593019,7,,,
,MAT,Mattel Inc.,reports,Consumer Discretionary,Leisure Products,"El Segundo, California",3/31/1982,63276,9114440011,6217950,1,,,
,MKC,McCormick & Co.,reports,Consumer Staples,Packaged Foods & Meats,"Sparks, Maryland",,63754,9157805035,746401,2,,,
,MCD,McDonald's Corp.,reports,Consumer Discretionary,Restaurants,"Oak Brook, Illinois",6/30/1970,63908,89962950001,7255304,1,,,
,MHFI,McGraw Hill Financial,reports,Financials,Diversified Financial Services,"New York, New York",,64040,24282960037,1420741,4,,,
,MCK,McKesson Corp.,reports,Health Care,Health Care Distributors & Services,"San Francisco, California",,927653,49309659952,927231,5,,,
,MJN,Mead Johnson,reports,Consumer Staples,Packaged Foods & Meats,"Glenview, Illinois",,1452575,19897939981,1169657,2,,,
,MWV,MeadWestvaco Corporation,reports,Materials,Paper Packaging,"Richmond, Virginia",,1159297,8382521003,1571588,8,,,
,MDT,Medtronic Inc.,reports,Health Care,Health Care Equipment & Services,"Fridley, Minnesota",10/31/1986,64670,101304199985,10286039,5,,,
,MRK,Merck & Co.,reports,Health Care,Pharmaceuticals,"Whitehouse Station, New Jersey",,310158,171850599982,10897666,5,,,
,MET,MetLife Inc.,reports,Financials,Life & Health Insurance,"New York, New York",,1099219,52825949978,8086643,4,,,
,KORS,Michael Kors Holdings,reports,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","New York, New York",,1530721,14576429968,3755716,1,,,
,MCHP,Microchip Technology,reports,Information Technology,Semiconductors,"Chandler, Arizona",,827054,9214273982,1535941,7,,,
,MU,Micron Technology,reports,Information Technology,Semiconductors,"Boise, Idaho",9/27/1994,723125,32006979996,24717520,7,,,
,MSFT,Microsoft Corp.,reports,Information Technology,Systems Software,"Redmond, Washington",6/1/1994,789019,344641000017,38521013,7,,,
,MHK,Mohawk Industries,reports,Consumer Discretionary,Home Furnishings,"Amsterdam, New York",,851968,12030899926,870487,1,,,
,TAP,Molson Coors Brewing Company,reports,Consumer Staples,Brewers,"Denver, Colorado",6/30/1976,24545,14011549972,1119891,2,,,
,MDLZ,Mondelez International,reports,Consumer Staples,Packaged Foods & Meats,"Northfield, Illinois",10/2/2012,1103982,60040450003,8249149,2,,,
,MON,Monsanto Co.,reports,Materials,Fertilizers & Agricultural Chemicals,"Creve Coeur, Missouri",,1110783,57018069981,3065887,8,,,
,MNST,Monster Beverage,reports,Consumer Staples,Soft Drinks,"Corona, California",6/28/2012,865752,20254689962,1054523,2,,,
,MCO,Moody's Corp,reports,Financials,Diversified Financial Services,"New York, New York",,1059556,19051440026,1012583,4,,,
,MS,Morgan Stanley,reports,Financials,Diversified Financial Services,"New York, New York",,895421,67620000008,11244363,4,,,
,MOS,The Mosaic Company,reports,Materials,Fertilizers & Agricultural Chemicals,"Plymouth, Minnesota",,1285785,18079449977,3052067,8,,,
,MSI,Motorola Solutions Inc.,reports,Information Technology,Telecommunications Equipment,"Schaumburg, Illinois",,68505,15023480017,1545714,7,,,
,MUR,Murphy Oil,reports,Energy,Integrated Oil & Gas,"El Dorado, Arkansas",,717423,7971290004,2045277,3,,,
,MYL,Mylan Inc.,reports,Health Care,Pharmaceuticals,"Canonsburg, Pennsylvania",,69499,20542009996,3192900,5,,,
,NBR,Nabors Industries Ltd.,reports,Energy,Oil & Gas Drilling,"Hamilton, Bermuda",,1163739,3331443002,11781356,3,,,
,NDAQ,NASDAQ OMX Group,reports,Financials,Diversified Financial Services,"New York, New York",,1120193,7573446015,1026365,4,,,
,NOV,National Oilwell Varco Inc.,reports,Energy,Oil & Gas Equipment & Services,"Houston, Texas",,1021860,23436129997,5606534,3,,,
,NAVI,Navient,reports,Financials,Consumer Finance,"Newark, Delaware",,1084750,7999275008,2148434,4,,,
,NTAP,NetApp,reports,Information Technology,Internet Software & Services,"Sunnyvale, California",,1002047,11863030007,2447300,7,,,
,NFLX,Netflix Inc.,reports,Information Technology,Internet Software & Services,"Los Gatos, California",,1065280,26812550113,2549755,7,,,
,NWL,Newell Rubbermaid Co.,reports,Consumer Discretionary,Housewares & Specialties,"Sandy Springs, Georgia",4/30/1989,814453,9995457005,1882058,1,,,
,NFX,Newfield Exploration Co,reports,Energy,Oil & Gas Exploration & Production,"Houston, Texas",,912750,4086692996,4148738,3,,,
,NEM,Newmont Mining Corp. (Hldg. Co.),reports,Materials,Gold,"Denver, Colorado",6/30/1969,1164727,12544710005,11069038,8,,,
,NWSA,News Corporation,reports,Consumer Discretionary,Publishing,"New York, New York",,1564708,8566704994,3119773,1,,,
,NEE,NextEra Energy,reports,Utilities,Multi-Utilities & Unregulated Power,"Juno Beach, Florida",6/30/1976,753308,48555410018,2041258,10,,,
,NLSN,Nielsen Holdings,reports,Industrials,Research & Consulting Services,"New York, New York",7/8/2013,1492633,16599579999,2911518,6,,,
,NKE,NIKE Inc.,reports,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","Washington County, Oregon",11/30/1988,320187,79698330038,3766062,1,,,
,NI,NiSource Inc.,reports,Utilities,Multi-Utilities & Unregulated Power,"Merrillville, Indiana",,1111711,13657170006,1810470,10,,,
,NE,Noble Corp,reports,Energy,Oil & Gas Drilling,"Geneva, Switzerland",,1458891,4016417700,8331315,3,,,
,NBL,Noble Energy Inc,reports,Energy,Oil & Gas Exploration & Production,"Houston, Texas",,72207,17275039991,3874544,3,,,
,JWN,Nordstrom,reports,Consumer Discretionary,Department Stores,"Seattle, Washington",8/31/1986,72333,14496680002,1132409,1,,,
,NSC,Norfolk Southern Corp.,reports,Industrials,Railroads,"Norfolk, Virginia",,702165,31431250001,2279112,6,,,
,NTRS,Northern Trust Corp.,reports,Financials,Diversified Financial Services,"Chicago, Illinois",,73124,15498329983,1194432,4,,,
,NOC,Northrop Grumman Corp.,reports,Industrials,Aerospace & Defense,"West Falls Church, Virginia",6/30/1985,1133421,31703789989,1688073,6,,,
,NU,Northeast Utilities,reports,Utilities,Multi-Utilities & Unregulated Power,"Berlin, Connecticut",,72741,17607710009,1674103,10,,,
,NRG,NRG Energy,reports,Utilities,Multi-Utilities & Unregulated Power,"Princeton, New Jersey",2010-01-28[7],1013871,8337759011,4345092,10,,,
,NUE,Nucor Corp.,reports,Materials,Steel,"Charlotte, North Carolina",4/30/1985,73309,13924350007,2557479,8,,,
,NVDA,Nvidia Corporation,reports,Information Technology,Semiconductors,"Santa Clara, California",,1045810,10751159995,4702566,7,,,
,ORLY,O'Reilly Automotive,reports,Consumer Discretionary,Specialty Stores,"Springfield, Missouri",,898173,19543339924,765181,1,,,
,OXY,Occidental Petroleum,reports,Energy,Oil & Gas Exploration & Production,"Los Angeles, California",12/31/1982,797468,62034250000,5939817,3,,,
,OMC,Omnicom Group,reports,Consumer Discretionary,Advertising,"New York, New York",,29989,18067480005,1369614,1,,,
,OKE,ONEOK,reports,Energy,Oil & Gas Exploration & Production,"Tulsa, Oklahoma",,1039684,9166960988,2664881,3,,,
,ORCL,Oracle Corp.,reports,Information Technology,Application Software,"Redwood Shores, California",8/31/1989,1341439,183954399991,16934787,7,,,
,OI,Owens-Illinois Inc,reports,Materials,Metal & Glass Containers,"Perrysburg, Ohio",,812074,3850643006,1400888,8,,,
,PCG,P G & E Corp.,reports,Utilities,Multi-Utilities & Unregulated Power,"San Francisco, California",,1004980,27939929990,3274531,10,,,
,PCAR,PACCAR Inc.,reports,Industrials,Construction & Farm Machinery & Heavy Trucks,"Bellevue, Washington",12/31/1980,75362,22680379995,2088761,6,,,
,PLL,Pall Corp.,reports,Industrials,Industrial Conglomerates,"Port Washington, New York",12/31/1987,75829,10308250000,629021,6,,,
,PH,Parker-Hannifin,reports,Industrials,Industrial Conglomerates,"Cleveland, Ohio",11/30/1985,76334,17311209957,1526995,6,,,
,PDCO,Patterson Companies,reports,Health Care,Health Care Supplies,"St. Paul, Minnesota",,891024,5256882002,716856,5,,,
,PAYX,Paychex Inc.,reports,Information Technology,Internet Software & Services,"Penfield, New York",,723531,16842770004,2354892,7,,,
,PNR,Pentair Ltd.,reports,Industrials,Industrial Conglomerates,"Schaffhausen, Switzerland",10/1/2012,77360,11650341800,1705858,6,,,
,PBCT,People's United Bank,reports,Financials,Banks,"Bridgeport, Connecticut",,1378946,4367009994,3443757,4,,,
,POM,Pepco Holdings Inc.,reports,Utilities,Multi-Utilities & Unregulated Power,Washington D.C,,1135971,6914850005,1158219,10,,,
,PEP,PepsiCo Inc.,reports,Consumer Staples,Soft Drinks,"Purchase, New York",,77476,140351700038,5052958,2,,,
,PKI,PerkinElmer,reports,Health Care,Health Care Equipment & Services,"Waltham, Massachusetts",5/31/1985,31791,5163518011,936752,5,,,
,PRGO,Perrigo,reports,Health Care,Pharmaceuticals,"Dublin, Ireland",12/16/2011,1585364,21542000000,879129,5,,,
,PETM,"PetSmart, Inc.",reports,Consumer Discretionary,Specialty Stores,"Phoenix, Arizona",10/10/2012,863157,8116450037,1808972,1,,,
,PFE,Pfizer Inc.,reports,Health Care,Pharmaceuticals,"New York, New York",,78003,196895500000,26523430,5,,,
,PM,Philip Morris International,reports,Consumer Staples,Tobacco,"New York, New York",,1413329,124670099996,5522199,2,,,
,PSX,Phillips 66,reports,Energy,Oil & Gas Refining & Marketing & Transportation,"Houston, Texas",4/30/2012,1534701,38923060009,5140703,3,,,
,PNW,Pinnacle West Capital,reports,Utilities,Multi-Utilities & Unregulated Power,"Phoenix, Arizona",,764622,7751382016,920328,10,,,
,PXD,Pioneer Natural Resources,reports,Energy,Oil & Gas Exploration & Production,"Irving, Texas",,1038357,22413599953,2313209,3,,,
,PBI,Pitney-Bowes,reports,Industrials,Office Services & Supplies,"Stamford, Connecticut",,78814,4819739988,1442004,6,,,
,PCL,Plum Creek Timber Co.,reports,Financials,REITs,"Seattle, Washington",,849213,7831067991,964810,4,,,
,PNC,PNC Financial Services,reports,Financials,Banks,"Pittsburgh, Pennsylvania",4/30/1988,713676,44214419972,3196333,4,,,
,RL,Polo Ralph Lauren Corp.,reports,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","New York, New York",,1037038,14637080053,841884,1,,,
,PPG,PPG Industries,reports,Materials,Diversified Chemicals,"Pittsburgh, Pennsylvania",,79879,30586949951,773930,8,,,
,PPL,PPL Corp.,reports,Utilities,Multi-Utilities & Unregulated Power,"Allentown, Pennsylvania",,922224,23610060012,4394524,10,,,
,PX,Praxair Inc.,reports,Materials,Industrial Gases,"Danbury, Connecticut",7/1/1992,884905,35136610034,1189249,8,,,
,PCP,Precision Castparts,reports,Industrials,Industrial Conglomerates,"Portland, Oregon",,79958,28520789938,1824864,6,,,
,PCLN,Priceline.com Inc,reports,Consumer Discretionary,"Hotels, Resorts & Cruise Lines","Norwalk, Connecticut",,1075531,53127750280,804100,1,,,
,PFG,Principal Financial Group,reports,Financials,Diversified Financial Services,"Des Moines, Iowa",,1126328,13781800002,1309554,4,,,
,PG,Procter & Gamble,reports,Consumer Staples,Personal Products,"Cincinnati, Ohio",,80424,227625999981,7613665,2,,,
,PGR,Progressive Corp.,reports,Financials,Property & Casualty Insurance,"Mayfield Village, Ohio",,80661,15253410007,3324473,4,,,
,PLD,Prologis,reports,Financials,Diversified Financial Services,"San Francisco, California",,1045609,22569499995,3097347,4,,,
,PRU,Prudential Financial,reports,Financials,Diversified Financial Services,"Newark, New Jersey",,1137774,34753040032,2643457,4,,,
,PEG,Public Serv. Enterprise Inc.,reports,Utilities,Multi-Utilities & Unregulated Power,"Newark, New Jersey",,788784,21597940021,3158252,10,,,
,PSA,Public Storage,reports,Financials,REITs,"Glendale, California",,1393311,34690219918,578688,4,,,
,PHM,Pulte Homes Inc.,reports,Consumer Discretionary,Homebuilding,"Atlanta, Georgia",4/30/1984,822416,7634103993,6352824,1,,,
,PVH,PVH Corp.,reports,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","New York, New York",2/15/2013,78239,9091032000,964306,1,,,
,QEP,QEP Resources,reports,Energy,Oil & Gas Exploration & Production,"Denver, Colorado[8]",,1108827,3642615002,3858603,3,,,
,PWR,Quanta Services Inc.,reports,Industrials,Industrial Conglomerates,"Houston, Texas",,1050915,5718720001,2611071,6,,,
,QCOM,QUALCOMM Inc.,reports,Information Technology,Semiconductors,"San Diego, California",,804328,105060499991,11363325,7,,,
,DGX,Quest Diagnostics,reports,Health Care,Health Care Facilities,"Madison, New Jersey",,1022079,10272050027,1458369,5,,,
,RRC,Range Resources Corp.,reports,Energy,Oil & Gas Exploration & Production,"Fort Worth, Texas",,315852,7805789980,3486036,3,,,
,RTN,Raytheon Co.,reports,Industrials,Aerospace & Defense,"Waltham, Massachusetts",,1047122,30852220041,1747297,6,,,
,RHT,Red Hat Inc.,reports,Information Technology,Systems Software,"Raleigh, North Carolina",,1087423,11700009975,2024298,7,,,
,REGN,Regeneron,reports,Health Care,Biotechnology,"Tarrytown, New York",5/1/2013,872589,42154490055,869912,5,,,
,RF,Regions Financial Corp.,reports,Financials,Diversified Financial Services,"Birmingham, Alabama",,1281761,11779800003,18973918,4,,,
,RSG,Republic Services Inc,reports,Industrials,Industrial Conglomerates,"Phoenix, Arizona",,1060391,14107790009,1498867,6,,,
,RAI,Reynolds American Inc.,reports,Consumer Staples,Tobacco,"Winston-Salem, North Carolina",,1275283,36100710029,2012183,2,,,
,RHI,Robert Half International,reports,Industrials,Industrial Conglomerates,"Menlo Park, California",,315213,7893718996,692242,6,,,
,ROK,Rockwell Automation Inc.,reports,Industrials,Industrial Conglomerates,"Milwaukee, Wisconsin",,1024478,14774009956,1315441,6,,,
,COL,Rockwell Collins,reports,Industrials,Industrial Conglomerates,"Cedar Rapids, Iowa",,1137411,11326440017,1046005,6,,,
,ROP,Roper Industries,reports,Industrials,Industrial Conglomerates,"Sarasota, Florida",,882835,15758970059,459972,6,,,
,ROST,Ross Stores,reports,Consumer Discretionary,Apparel Retail,"Pleasanton, California",,745732,19520579964,1355743,1,,,
,RCL,Royal Caribbean Cruises Ltd,reports,Consumer Discretionary,"Hotel, Resorts and Cruise Lines","Miami, Florida",12/5/2014,884887,16822970006,2306076,1,,,
,R,Ryder System,reports,Industrials,Industrial Conglomerates,"Miami, Florida",12/31/1982,85961,4391148036,517322,6,,,
,CRM,Salesforce.com,reports,Information Technology,Internet Software & Services,"San Francisco, California",,1108524,35619949973,4609716,7,,,
,SNDK,SanDisk Corporation,reports,Information Technology,Computer Storage & Peripherals,"Milpitas, California",,1000180,17093659966,4921960,7,,,
,SCG,SCANA Corp,reports,Utilities,Multi-Utilities & Unregulated Power,"Cayce, South Carolina",,754737,9090427021,871049,10,,,
,SLB,Schlumberger Ltd.,reports,Energy,Oil & Gas Equipment & Services,"Houston, Texas",3/31/1965,87347,105072999969,9627832,3,,,
,SNI,Scripps Networks Interactive Inc.,reports,Consumer Discretionary,Broadcasting & Cable TV,"Cincinnati, Ohio",,1430602,9747293000,952305,1,,,
,STX,Seagate Technology,reports,Information Technology,Computer Storage & Peripherals,"Dublin, Ireland",6/29/2012,1137789,19312299977,3230531,7,,,
,SEE,Sealed Air Corp.(New),reports,Materials,Paper Packaging,"Elmwood Park, New Jersey",,1012100,8551884015,2313276,8,,,
,SRE,Sempra Energy,reports,Utilities,Multi-Utilities & Unregulated Power,"San Diego, California",,1032208,27556750006,919187,10,,,
,SHW,Sherwin-Williams,reports,Materials,Specialty Chemicals,"Cleveland, Ohio",6/30/1964,89800,26041289870,630996,8,,,
,SIAL,Sigma-Aldrich,reports,Materials,Diversified Chemicals,"St. Louis, Missouri",9/1/1994,90185,16393569932,576559,8,,,
,SPG,Simon Property Group Inc,reports,Financials,REITs,"Indianapolis, Indiana",,1063761,62443309994,1402882,4,,,
,SJM,Smucker (J.M.),reports,Consumer Staples,Packaged Foods & Meats,"Orrville, Ohio",,91419,10502429998,499750,2,,,
,SNA,Snap-On Inc.,reports,Consumer Discretionary,Household Appliances,"Kenosha, Wisconsin",9/30/1982,91440,7711459986,279073,1,,,
,SO,Southern Co.,reports,Utilities,Multi-Utilities & Unregulated Power,"Atlanta, Georgia",,92122,45638500025,5083743,10,,,
,LUV,Southwest Airlines,reports,Industrials,Airlines,"Dallas, Texas",7/1/1994,92380,30665669985,8531558,6,,,
,SWN,Southwestern Energy,reports,Energy,Oil & Gas Exploration & Production,"Houston, Texas[9]",,7332,9531490991,14689135,3,,,
,SE,Spectra Energy Corp.,reports,Energy,Oil & Gas Refining & Marketing & Transportation,"Houston, Texas",,1373835,22438250013,6271635,3,,,
,STJ,St Jude Medical,reports,Health Care,Health Care Equipment & Services,"Little Canada, Minnesota",11/30/1989,203077,18904689998,2167603,5,,,
,SWK,Stanley Black & Decker,reports,Consumer Discretionary,Household Appliances,"New Britain, Connecticut",9/30/1982,93556,14670479986,1240658,1,,,
,SPLS,Staples Inc.,reports,Consumer Discretionary,Specialty Stores,"Framingham, Massachusetts",,791519,10937409995,10112850,1,,,
,SBUX,Starbucks Corp.,reports,Consumer Discretionary,Restaurants,"Seattle, Washington",,829224,66769690038,5950391,1,,,
,HOT,Starwood Hotels & Resorts,reports,Consumer Discretionary,"Hotels, Resorts & Cruise Lines","White Plains, New York",,316206,12852070029,2241337,1,,,
,STT,State Street Corp.,reports,Financials,Diversified Financial Services,"Boston, Massachusetts",,93751,29855090009,2516316,4,,,
,SRCL,Stericycle Inc,reports,Industrials,Industrial Conglomerates,"Lake Forest, Illinois",,861878,11322969980,378198,6,,,
,SYK,Stryker Corp.,reports,Health Care,Health Care Equipment & Services,"Kalamazoo, Michigan",,310764,34446080039,1397363,5,,,
,STI,SunTrust Banks,reports,Financials,Banks,"Atlanta, Georgia",5/31/1988,750556,20152829989,4085733,4,,,
,SYMC,Symantec Corp.,reports,Information Technology,Application Software,"Mountain View, California",,849399,17667770010,3632585,7,,,
,SYY,Sysco Corp.,reports,Consumer Staples,Food Distributors,"Houston, Texas",12/31/1986,96021,23027409994,3855815,2,,,
,TROW,T. Rowe Price Group,reports,Financials,Diversified Financial Services,"Baltimore, Maryland",,1113169,20540960014,1437664,4,,,
,TGT,Target Corp.,reports,Consumer Discretionary,General Merchandise Stores,"Minneapolis, Minnesota",12/31/1976,27419,46886950020,5067535,1,,,
,TEL,TE Connectivity Ltd.,reports,Information Technology,Electronic Equipment & Instruments,"Schaffhausen, Switzerland",,1385157,26968999992,1652296,7,,,
,TE,TECO Energy,reports,Utilities,Multi-Utilities & Unregulated Power,"Tampa, Florida",,350563,5005986997,2327987,10,,,
,THC,Tenet Healthcare Corp.,reports,Health Care,Health Care Facilities,"Dallas, Texas",3/31/1979,70318,4155285003,1873635,5,,,
,TDC,Teradata Corp.,reports,Information Technology,Application Software,"Miamisburg, Ohio",,816761,6817679987,1696760,7,,,
,TSO,Tesoro Petroleum Co.,reports,Energy,Oil & Gas Refining & Marketing & Transportation,"San Antonio, Texas",,50104,10318030019,3415698,3,,,
,TXN,Texas Instruments,reports,Information Technology,Semiconductors,"Dallas, Texas",,97476,57747919974,5342215,7,,,
,TXT,Textron Inc.,reports,Industrials,Industrial Conglomerates,"Providence, Rhode Island",12/31/1978,217346,11748639988,2006121,6,,,
,HSY,The Hershey Company,reports,Consumer Staples,Packaged Foods & Meats,"Hershey, Pennsylvania",,47111,22215599950,1327814,2,,,
,TRV,The Travelers Companies Inc.,reports,Financials,Property & Casualty Insurance,"New York, New York",,86312,33128609968,1855867,4,,,
,TMO,Thermo Fisher Scientific,reports,Health Care,Health Care Equipment & Services,"Waltham, Massachusetts",,97745,50087189985,1982324,5,,,
,TIF,Tiffany & Co.,reports,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","New York, New York",,98246,11207219998,1674792,1,,,
,TWX,Time Warner Inc.,reports,Consumer Discretionary,Broadcasting & Cable TV,"New York, New York",,1105705,65343229978,4362798,1,,,
,TWC,Time Warner Cable Inc.,reports,Consumer Discretionary,Broadcasting & Cable TV,"New York, New York",,1377013,38183710031,1836438,1,,,
,TJX,TJX Companies Inc.,reports,Consumer Discretionary,Apparel Retail,"Framingham, Massachusetts",9/30/1985,109198,45426089970,3167566,1,,,
